dataset;duration;neighbours;max_no_improv;max_no_improv_ls;iterations;best_iteration;initial_costs;initial_distance;best_costs;best_distance
skas_4s;0,142837404;1,,5;50;20;55;5;1308,5406412794316;61,97018506973245;704,3506312780435;33,576578089134706
skas_4s+;0,142837404;1,,5;50;20;55;5;2060;102;766;36
skas_4s;0,143754969;1,,5;50;20;53;3;2712,7434744253865;136,2354610081995;704,3506312780435;33,576578089134706
skas_4s+;0,143754969;1,,5;50;20;53;3;3066,171985145103;166,73292898902943;766;36
skas_4s;0,153975032;1,,5;50;20;62;12;1707,976465416187;83,45119634889858;556,5270268524557;38,360583474096885
skas_4s+;0,153975032;1,,5;50;20;62;12;2065,8099364474656;110,98036426006288;556,5270268524557;38,360583474096885
skas_4s;0,14319852;1,,5;50;20;53;3;2257,4088587636966;101,48170365181413;556,5270268524557;38,360583474096885
skas_4s+;0,14319852;1,,5;50;20;53;3;2773,5779303207205;139,2795579484308;556,5270268524557;38,360583474096885
skas_4s;0,144295285;1,,5;50;20;53;3;1725,9397045977896;95,6329956769757;556,5270268524557;38,360583474096885
skas_4s+;0,144295285;1,,5;50;20;53;3;2046,300209997511;120,04462507680822;556,5270268524557;38,360583474096885
skas_4s;0,132835695;1,,5;50;20;53;3;1695,361112824098;126,26731035182827;556,5270268524557;38,360583474096885
skas_4s+;0,132835695;1,,5;50;20;53;3;2638,4003736106597;198,82574939620497;556,5270268524557;38,360583474096885
skas_4s;0,134647391;1,,5;50;20;53;3;1973,196663264696;93,06747899524305;623,9602596744048;43,70794127729489
skas_4s+;0,134647391;1,,5;50;20;53;3;2321,6405876798754;114,78372936364796;868,8722825824867;62,70820393249937
skas_4s;0,132707186;1,,5;50;20;53;3;2947,7877172499684;171,01036449573823;647,0856839282352;40,97324832463399
skas_4s+;0,132707186;1,,5;50;20;53;3;3131,100945690361;185,09652793027172;1209;83
skas_4s;0,134261427;1,,5;50;20;53;3;1683,8819762492267;85,35311769041115;556,5270268524557;38,360583474096885
skas_4s+;0,134261427;1,,5;50;20;53;3;2503;124;556,5270268524557;38,360583474096885
skas_4s;0,139196342;1,,5;50;20;53;3;1957,0719684111252;91,79143165453424;704,3506312780435;33,576578089134706
skas_4s+;0,139196342;1,,5;50;20;53;3;2915,01841887749;137,16381636729204;766;36
skas_4s;0,142448602;1,,5;50;20;53;3;1755,538676016204;125,43243924021698;556,5270268524557;38,360583474096885
skas_4s+;0,142448602;1,,5;50;20;53;3;2474;181;556,5270268524557;38,360583474096885
skas_4s;0,146826753;1,,5;50;20;58;8;2293,762363630591;127,20869936893922;763,0990929832058;40,42295786358738
skas_4s+;0,146826753;1,,5;50;20;58;8;3452,9220145231357;195,0271699010678;1099;60
skas_4s;0,136412481;1,,5;50;20;53;3;1830,829621835104;85,54507887702655;763,0990929832058;40,42295786358738
skas_4s+;0,136412481;1,,5;50;20;53;3;2767;137;1099;60
skas_4s;0,163092311;1,,5;50;20;59;9;1754,5283600365199;82,76434805340834;704,3506312780435;33,576578089134706
skas_4s+;0,163092311;1,,5;50;20;59;9;2800,4593827954013;142,0384048104053;766;36
skas_4s;0,148482188;1,,5;50;20;53;3;2005,5432541703926;93,87002450201395;556,5270268524557;38,360583474096885
skas_4s+;0,148482188;1,,5;50;20;53;3;3407;155;556,5270268524557;38,360583474096885
skas_4s;0,137242443;1,,5;50;20;53;3;2091,9348787009576;147,10228812588565;763,0990929832058;40,42295786358738
skas_4s+;0,137242443;1,,5;50;20;53;3;2243,1016091646015;155,79989332240388;1099;60
skas_4s;0,129050879;1,,5;50;20;52;2;1701,361405778376;77,90614253521073;763,0990929832058;40,42295786358738
skas_4s+;0,129050879;1,,5;50;20;52;2;1806,317703814081;85,41851338394791;1099;60
skas_4s;0,133350952;1,,5;50;20;52;2;2156,146864045062;102,99115022968735;802,309776430734;50,518275914938926
skas_4s+;0,133350952;1,,5;50;20;52;2;2244,0531369220766;107,5880259922545;802,309776430734;50,518275914938926
skas_4s;0,131924108;1,,5;50;20;56;6;2947,7877172499684;171,01036449573823;948,2140409743656;63,68222316545004
skas_4s+;0,131924108;1,,5;50;20;56;6;3735,473945879715;230,41434804479937;1941,6441100119973;142,43410700468536
skas_4s;0,148257797;1,,5;50;20;54;4;1629,6166066108785;78,69976001942153;802,309776430734;50,518275914938926
